step,variable,ground_truth,prediction,candidate_start,candidate_rollout_nrmse,selection_rule
4,fatigue,71.29566955566406,69.96012878417969,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
4,consumption,79.58307647705078,83.36200714111328,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
5,setpoint,70.0,69.99995422363281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
5,velocity,60.29283905029297,60.162940979003906,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
5,gain,0.0,0.004766732454299927,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
5,shift,45.93309020996094,45.851078033447266,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
5,fatigue,68.62032318115234,70.28193664550781,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
5,consumption,77.59634399414062,80.44404602050781,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
6,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
6,velocity,60.46690368652344,60.27714920043945,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
6,gain,0.0,0.004588186740875244,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
6,shift,51.39700698852539,51.233917236328125,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
6,fatigue,71.63024139404297,70.20381164550781,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
6,consumption,76.62163543701172,78.43162536621094,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
7,setpoint,70.0,69.99993896484375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
7,velocity,60.5579833984375,60.305294036865234,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
7,gain,0.0,0.00015792250633239746,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
7,shift,56.80755615234375,56.602325439453125,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
7,fatigue,71.29556274414062,70.177001953125,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
7,consumption,73.37017822265625,75.6515884399414,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
8,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
8,velocity,59.83720016479492,59.546714782714844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
8,gain,0.0,-0.014525383710861206,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
8,shift,54.59469223022461,54.44512176513672,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
8,fatigue,71.85539245605469,70.81523895263672,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
8,consumption,74.03624725341797,78.70823669433594,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
9,setpoint,70.0,69.99995422363281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
9,velocity,58.94572830200195,58.66959762573242,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
9,gain,0.0,-0.0011756420135498047,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
9,shift,49.45170211791992,49.312896728515625,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
9,fatigue,66.0537109375,71.64268493652344,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
9,consumption,77.71177673339844,80.83815002441406,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
10,setpoint,70.0,69.99995422363281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
10,velocity,58.05110549926758,57.83394241333008,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
10,gain,0.0,-0.0005790293216705322,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
10,shift,44.32846450805664,44.351890563964844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
10,fatigue,73.45552062988281,72.3510513305664,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
10,consumption,76.5041275024414,82.47911834716797,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
11,setpoint,70.0,69.99995422363281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
11,velocity,58.42474365234375,58.27339553833008,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
11,gain,0.0,-0.003567337989807129,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
11,shift,43.66228103637695,43.69266128540039,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
11,fatigue,73.41582489013672,71.92815399169922,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
11,consumption,78.91009521484375,80.67707061767578,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
12,setpoint,70.0,69.99993896484375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
12,velocity,59.305908203125,59.17668914794922,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
12,gain,0.0,-0.008783489465713501,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
12,shift,49.019569396972656,48.8871955871582,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
12,fatigue,73.78524780273438,71.1515884399414,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
12,consumption,76.54010772705078,76.50504302978516,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
13,setpoint,70.0,69.99993896484375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
13,velocity,60.20191192626953,60.110069274902344,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
13,gain,0.0,-0.01717919111251831,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
13,shift,54.56977462768555,54.354122161865234,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
13,fatigue,72.1705322265625,70.3861083984375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
13,consumption,75.18551635742188,73.15975952148438,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
14,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
14,velocity,60.895721435546875,60.82992172241211,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
14,gain,0.0,-0.024646461009979248,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
14,shift,58.10993957519531,57.74736785888672,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
14,fatigue,69.69139099121094,69.792236328125,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
14,consumption,70.13029479980469,70.69354248046875,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
15,setpoint,70.0,69.9999771118164,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
15,velocity,60.37739944458008,60.344215393066406,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
15,gain,0.0,-0.022212624549865723,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
15,shift,52.84978485107422,52.408321380615234,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
15,fatigue,71.72554779052734,70.26892852783203,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
15,consumption,72.42261505126953,75.88876342773438,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
16,setpoint,70.0,69.9999771118164,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
16,velocity,59.7772216796875,59.732566833496094,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
16,gain,0.0,-0.01717337965965271,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
16,shift,47.44488525390625,46.98462677001953,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
16,fatigue,71.32540893554688,70.76922607421875,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
16,consumption,74.55427551269531,77.34049987792969,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
17,setpoint,70.0,69.99999237060547,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
17,velocity,59.81760025024414,59.84839630126953,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
17,gain,0.0,-0.03193894028663635,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
17,shift,42.4100456237793,41.91912078857422,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
17,fatigue,69.32157135009766,70.72270202636719,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
17,consumption,74.43523406982422,78.93836975097656,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
18,setpoint,70.0,70.0,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
18,velocity,60.49661636352539,60.573516845703125,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
18,gain,0.0,-0.029272645711898804,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
18,shift,41.28337478637695,40.826683044433594,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
18,fatigue,70.98770904541016,69.94481658935547,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
18,consumption,76.57260131835938,78.98716735839844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
19,setpoint,70.0,69.99996948242188,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
19,velocity,61.35895538330078,61.399471282958984,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
19,gain,0.0,-0.01705947518348694,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
19,shift,46.467201232910156,45.90625,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
19,fatigue,66.2186050415039,69.26683807373047,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
19,consumption,75.47341918945312,75.36772155761719,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
20,setpoint,70.0,69.99996948242188,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
20,velocity,61.98473358154297,61.99948501586914,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
20,gain,0.0,-0.013616710901260376,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
20,shift,51.956871032714844,51.32963180541992,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
20,fatigue,66.69377136230469,68.7940444946289,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
20,consumption,74.23292541503906,74.05895233154297,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
21,setpoint,70.0,69.99995422363281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
21,velocity,61.48393249511719,61.47794723510742,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
21,gain,0.0,-0.01668068766593933,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
21,shift,54.678260803222656,53.9685173034668,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
21,fatigue,67.09514617919922,69.24270629882812,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
21,consumption,73.58822631835938,74.36637115478516,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
22,setpoint,70.0,69.99996185302734,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
22,velocity,60.60607147216797,60.495845794677734,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
22,gain,0.0,-0.0186634361743927,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
22,shift,51.55122375488281,50.872154235839844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
22,fatigue,70.83036804199219,69.97421264648438,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
22,consumption,72.46251678466797,77.22477722167969,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
23,setpoint,70.0,69.99996948242188,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
23,velocity,59.750736236572266,59.57303237915039,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
23,gain,0.0,-0.0143338143825531,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
23,shift,46.84086227416992,46.18222427368164,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
23,fatigue,71.06209564208984,70.81874084472656,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
23,consumption,76.5003890991211,79.37712097167969,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
24,setpoint,70.0,69.99995422363281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
24,velocity,59.12022399902344,58.831111907958984,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
24,gain,0.0,-0.0018481612205505371,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
24,shift,46.307655334472656,45.6928825378418,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
24,fatigue,72.4044418334961,71.42379760742188,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
24,consumption,78.27448272705078,79.58697509765625,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
25,setpoint,70.0,69.99993133544922,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
25,velocity,59.18085861206055,58.78294372558594,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
25,gain,0.0,0.0058324337005615234,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
25,shift,50.61404800415039,49.92287063598633,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
25,fatigue,72.26496124267578,71.50020599365234,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
25,consumption,73.05614471435547,77.48429870605469,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
26,setpoint,70.0,69.99993896484375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
26,velocity,59.5722541809082,59.15446853637695,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
26,gain,0.0,-0.007037729024887085,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
26,shift,54.39216995239258,53.654476165771484,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
26,fatigue,70.39403533935547,71.22456359863281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
26,consumption,76.94185638427734,75.91819763183594,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
27,setpoint,70.0,69.99993896484375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
27,velocity,59.32651901245117,58.89293670654297,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
27,gain,0.0,-0.012140929698944092,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
27,shift,53.36934280395508,52.69309997558594,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
27,fatigue,67.45738220214844,71.42979431152344,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
27,consumption,78.16921997070312,77.41830444335938,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
28,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
28,velocity,58.59054946899414,58.15367126464844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
28,gain,0.0,-0.0070948004722595215,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
28,shift,48.965309143066406,48.36974334716797,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
28,fatigue,72.10185241699219,72.11014556884766,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
28,consumption,76.97590637207031,79.42293548583984,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
29,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
29,velocity,58.34049606323242,57.9127311706543,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
29,gain,0.0,-0.006294906139373779,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
29,shift,45.48127365112305,44.99103546142578,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
29,fatigue,72.9189453125,72.34347534179688,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
29,consumption,73.71717071533203,79.55801391601562,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
30,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
30,velocity,59.07612609863281,58.65734100341797,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
30,gain,0.0,-0.008781522512435913,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
30,shift,47.65732192993164,47.034934997558594,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
30,fatigue,72.9995346069336,71.63155364990234,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
30,consumption,73.66354370117188,76.54597473144531,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
31,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
31,velocity,59.92887878417969,59.528663635253906,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
31,gain,0.0,-0.019116759300231934,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
31,shift,51.619964599609375,50.89417266845703,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
31,fatigue,71.04898071289062,70.8995590209961,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
31,consumption,72.19940185546875,73.9124755859375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
32,setpoint,70.0,69.99996185302734,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
32,velocity,60.726322174072266,60.38799285888672,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
32,gain,0.0,-0.026821404695510864,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
32,shift,52.6544303894043,51.870262145996094,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
32,fatigue,70.93265533447266,70.17890930175781,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
32,consumption,69.71575927734375,73.62882995605469,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
33,setpoint,70.0,69.9999771118164,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
33,velocity,61.28291320800781,61.0372200012207,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
33,gain,0.0,-0.0296594500541687,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
33,shift,49.67637252807617,48.90333938598633,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
33,fatigue,69.68765258789062,69.6452865600586,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
33,consumption,74.35684204101562,75.13032531738281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
34,setpoint,70.0,69.99998474121094,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
34,velocity,61.43720626831055,61.227294921875,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
34,gain,0.0,-0.03224322199821472,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
34,shift,46.7376594543457,46.076847076416016,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
34,fatigue,70.73023223876953,69.44282531738281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
34,consumption,72.11460876464844,76.63402557373047,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
35,setpoint,70.0,70.0,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
35,velocity,61.843528747558594,61.66899108886719,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
35,gain,0.0,-0.03337031602859497,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
35,shift,44.628395080566406,44.07713317871094,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
35,fatigue,68.70506286621094,69.06189727783203,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
35,consumption,73.11632537841797,77.22825622558594,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
36,setpoint,70.0,69.99999237060547,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
36,velocity,62.36663055419922,62.18064880371094,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
36,gain,0.0,-0.025432109832763672,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
36,shift,45.7796745300293,45.2585334777832,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
36,fatigue,69.10099029541016,68.64220428466797,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
36,consumption,73.3285140991211,76.36541748046875,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
37,setpoint,70.0,69.99998474121094,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
37,velocity,62.97056579589844,62.769962310791016,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
37,gain,0.0,-0.02742910385131836,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
37,shift,49.43773651123047,48.84381103515625,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
37,fatigue,68.96956634521484,68.17501068115234,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
37,consumption,73.45274353027344,74.93054962158203,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
38,setpoint,70.0,69.9999771118164,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
38,velocity,63.18495559692383,62.94135284423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
38,gain,0.0,-0.02625882625579834,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
38,shift,53.37895202636719,52.68749237060547,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
38,fatigue,70.03068542480469,68.02830505371094,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
38,consumption,73.60258483886719,74.19610595703125,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
39,setpoint,70.0,69.9999771118164,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
39,velocity,62.53223419189453,62.21226501464844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
39,gain,0.0,-0.021379202604293823,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
39,shift,51.89545440673828,51.243934631347656,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
39,fatigue,68.68714141845703,68.57095336914062,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
39,consumption,73.94174194335938,77.28441619873047,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
40,setpoint,70.0,69.9999771118164,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
40,velocity,61.625457763671875,61.24079513549805,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
