gradient_step,elapsed_time_seconds,model_reward_mean,model_reward_min,model_state_abs_max,policy_loss,value_loss,behavior_kl,entropy,approx_old_policy_kl,clip_fraction,actor_grad_norm,value_grad_norm
3700,27.661665400024503,-280.5593566894531,-355.30810546875,199.10267639160156,0.07651589065790176,1030377.125,0.09907270967960358,0.8861595392227173,0.09316886961460114,0.46875,58.59550094604492,20987.359375
3800,28.539846300147474,-280.8518981933594,-345.10772705078125,201.97622680664062,0.1083935871720314,988102.125,0.22627682983875275,0.9167617559432983,0.18690812587738037,0.734375,114.91600799560547,20489.267578125
3900,29.194040999980643,-281.2677917480469,-355.39697265625,199.31375122070312,0.05219518393278122,974663.125,0.10589218139648438,0.9282618761062622,0.12155277281999588,0.6015625,49.41425323486328,20335.619140625
4000,29.84623090014793,-281.5595397949219,-353.6781921386719,202.1603240966797,-0.04850239306688309,978079.5625,0.13009756803512573,0.9235129356384277,0.0783790573477745,0.4609375,47.17375183105469,20137.91796875
4100,30.528115900000557,-282.33477783203125,-363.32818603515625,208.72103881835938,0.10645458102226257,967469.625,0.29863500595092773,0.9066067934036255,0.2843104302883148,0.765625,165.518310546875,20170.6640625
4200,31.302947600139305,-279.48162841796875,-352.8916931152344,202.6076202392578,0.141758531332016,999740.375,0.10873865336179733,0.9071578979492188,0.17323210835456848,0.73828125,69.48065948486328,20586.677734375
4300,32.21511790016666,-281.5541076660156,-349.48895263671875,200.53477478027344,0.06388512998819351,1045840.625,0.11865736544132233,0.9085108637809753,0.05739809200167656,0.41796875,77.01219940185547,21140.28125
4400,32.85259500006214,-281.2685241699219,-344.4346008300781,200.53477478027344,0.022108793258666992,956236.0,0.1987372189760208,0.9058143496513367,0.09382124990224838,0.578125,140.60499572753906,20002.76171875
4500,33.50994320004247,-281.031005859375,-354.91827392578125,197.9803466796875,0.10192632675170898,971759.0625,0.17091812193393707,0.9380491971969604,0.2753434181213379,0.8203125,93.31224060058594,20274.349609375
4600,34.192749000154436,-281.52764892578125,-353.1080322265625,203.34957885742188,-0.1164829209446907,899147.6875,0.0876428633928299,0.9117159843444824,0.051164451986551285,0.48828125,60.836544036865234,19054.81640625
4700,34.99385810014792,-280.6308288574219,-353.1209411621094,196.84774780273438,0.034380458295345306,999027.5625,0.0857541412115097,0.9041861891746521,0.05669185891747475,0.3984375,49.926204681396484,20471.5625
4800,35.859468600014225,-281.740478515625,-348.81573486328125,186.90399169921875,0.22339043021202087,1103764.5,0.06694666296243668,0.8734484314918518,0.09431444108486176,0.59765625,54.231388092041016,21990.685546875
4900,36.50862400000915,-282.7344970703125,-351.50921630859375,198.75633239746094,-0.005496334284543991,984431.4375,0.0950326919555664,0.8945162296295166,0.05592590570449829,0.45703125,65.50565338134766,20327.46484375
5000,37.16803160007112,-280.7626647949219,-354.2080078125,195.60772705078125,0.06151297688484192,997287.0,0.06061559543013573,0.89581298828125,0.06115216389298439,0.55078125,48.225337982177734,20713.3046875
